week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
6th week,Maharashtra,Satara,Chikungunya,19,,5,2,2021,17.63612885,74.29827808,7.82E-05,7,305.836
6th week,Maharashtra,Thane,Chikungunya,2,,30,1,2021,19.1943294,72.9701779,3.79E-05,10,304.7766666
6th week,West Bengal,Purulia,Acute Diarrhoeal Disease,25,,8,2,2021,23.3291882,86.3672378,0.023997208,4,299
7th week,Karnataka,Bidar,Chikungunya,30,,20,2,2021,18.083333,77.333333,0.023079119,4,308.84
7th week,Maharashtra,Satara,Dengue,19,,16,2,2021,17.63612885,74.29827808,5.40E-05,6,307.9866666
8th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,24,1,20,2,2021,15.8309251,78.0425373,0.007255567,8,306.6
8th week,Karnataka,Kolar,Acute Diarrhoeal Disease,43,,23,2,2021,13.1367201,78.1337246,0.123334526,8,303.528
8th week,Puducherry,Puducherry,Acute Diarrhoeal Disease,108,,22,2,2021,11.9340568,79.8306447,0.131742211,8,303.5733334
8th week,Tamil Nadu,Pudukottai,Acute Diarrhoeal Disease,41,,22,2,2021,10.3826515,78.8191259,0.070382442,7,302.62
8th week,Madhya Pradesh,Dhar,Acute Diarrhoeal Disease,10,1,12,2,2022,22.5,75.25,8.29E-05,13,301.496
8th week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,30,,5,3,2021,14.6546235,77.55625984,3.87E-05,,313.216
8th week,Puducherry,Puducherry,Dengue,11,,1,3,2021,11.9340568,79.8306447,0.001083108,10,306.952
8th week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,14,,6,3,2021,11.2287716,78.81825555,0.000742542,,310.0666666
8th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,29,,6,3,2021,22.9052114,88.3760639,6.90E-05,,303.87
8th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,26,,24,2,2021,9.98408,76.2741457,0.077130138,37,303.536
9th week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,30,,5,3,2021,14.6546235,77.55625984,3.87E-05,,313.216
9th week,Puducherry,Puducherry,Dengue,11,,1,3,2021,11.9340568,79.8306447,0.001083108,10,306.952
9th week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,14,,6,3,2021,11.2287716,78.81825555,0.000742542,,310.0666666
9th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,29,,6,3,2021,22.9052114,88.3760639,6.90E-05,,303.87
10th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,43,,8,3,2020,22.9052114,88.3760639,0.202024854,12,298.785
11th week,Meghalaya,West Khasi Hills,Acute Diarrhoeal Disease,37,,12,3,2021,25.58173695,91.28910306,0.281021363,23,297.5
11th week,West Bengal,Puruliya,Acute Diarrhoeal Disease,255,,16,3,2021,23.19989585,86.3209473,0.219921134,6,307.012
11th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,122,,9,3,2021,22.5760669,88.42006758,0.0019022,8,304.2066666
12th week,Maharashtra,Satara,Acute Diarrhoeal Disease,80,,21,3,2021,17.63612885,74.29827808,0.002590515,,313.772
12th week,Meghalaya,Ri Bhoi,Acute Diarrhoeal Disease,32,,22,3,2021,25.87640255,91.85675742,0.006461682,,300.0933334
12th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,12,,25,3,2021,19.75,83,0.027730925,8,310.964
12th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,57,,25,3,2021,22.5760669,88.42006758,0.019501657,11,304.4
12th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,32,,22,3,2021,22.5760669,88.42006758,0.000930769,,304.6033334
12th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,93,,19,3,2021,22.642931,88.8930579,0.097805746,20,301.7566666
12th week,Karnataka,Raichur,Acute Diarrhoeal Disease,11,,25,1,2021,16.083333,77.166667,8.27E-06,,307.192
13th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,19,,28,3,2021,9.98408,76.2741457,0.105828001,25,305.15
13th week,Odisha,Kandhamal,Acute Diarrhoeal Disease,10,,4,4,2021,20.13069385,84.07904761,0.000961237,9,309.164
13th week,West Bengal,Purba Bardhaman,Acute Diarrhoeal Disease,126,,31,3,2021,23.391717,87.90621212,0.004923739,14,305.7766666
13th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,37,,9,3,2021,9.98408,76.2741457,0.022915903,35,306.5766666
14th week,Kerala,Ernakulam,Acute Diarrhoeal Disease,50,,5,4,2021,9.98408,76.2741457,0.354151961,27,303.65
14th week,Kerala,Palakkad,Dengue,7,,1,4,2021,10.78789845,76.47408711,0.647446409,22,305.312
14th week,Meghalaya,East Khasi Hills,Acute Diarrhoeal Disease,8,,5,4,2021,25.40237355,91.83254097,0.869273694,23,299.368
14th week,West Bengal,Bardhaman,Acute Diarrhoeal Disease,41,,6,4,2021,23.41146995,87.84499445,0.02559297,,306.36
14th week,West Bengal,Howrah,Acute Diarrhoeal Disease,31,,5,4,2021,22.5736296,88.3251045,0.041993227,11,305.7633334
14th week,West Bengal,Hooghly,Cholera,25,,7,4,2021,22.9052114,88.3760639,0.039273295,,305.37
15th week,Meghalaya,East Garo Hills,Acute Diarrhoeal Disease,24,,9,4,2021,25.61849455,90.63421622,0.205308717,27,301.3633334
15th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,120,1,4,4,2021,22.5760669,88.42006758,0.021318831,11,305.42
15th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,55,,22,4,2021,22.5760669,88.42006758,0.023027234,,306.28
16th week,Maharashtra,Satara,Dengue,7,,15,4,2021,17.63612885,74.29827808,0.152796303,,313.9833334
16th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,146,,16,4,2021,22.5760669,88.42006758,0.064472652,12,306.84
16th week,Kerala,Kottayam,Dengue,19,,10,3,2021,9.6287383,76.64553257,0.04293383,35,306.34
16th week,Maharashtra,Ahmednagar,Chikungunya,3,1,23,3,2021,19.1627725,74.8580243,0.041683899,6,309.66
16th week,Maharashtra,Ahmednagar,Chikungunya,13,,4,4,2021,19.1627725,74.8580243,7.99E-05,6,316.252
16th week,Maharashtra,Satara,Dengue,31,1,5,4,2021,17.63612885,74.29827808,7.50E-05,5,317.92
17th week,Odisha,Koraput,Acute Diarrhoeal Disease,9,,1,5,2021,18.7232023,82.60811828,0.028730454,,310.112
17th week,Odisha,Nayagarh,Acute Diarrhoeal Disease,31,1,30,4,2021,20.1160666,85.11195644,0.012012173,,312.47
18th week,Punjab,Shahid Bhagat Singh Nagar,Acute Diarrhoeal Disease,19,,8,5,2021,31.1239515,76.1201871,0.261350367,,307.13
19th week,Kerala,Kasaragod,Dengue,51,,12,5,2021,12.5035577,74.9907022,0.582639096,14,301.27
19th week,Kerala,Kozhikode,Dengue,43,,10,4,2021,11.2450558,75.7754716,0.124842429,,
19th week,Maharashtra,Thane,Malaria,2,1,2,5,2021,19.1943294,72.9701779,0.1122391,10,314.216
20th week,Maharashtra,Nashik,Chikungunya,6,,19,5,2021,20.0112475,73.7902364,0.261260284,7,312.09
20th week,Kerala,Kannur,Dengue,32,,2,5,2021,11.8763836,75.3737973,,26,301.715
20th week,Kerala,Malappuram,Dengue,37,,3,3,2021,11.10684475,76.1099551,0.21164055,25,305.488
20th week,Maharashtra,Nashik,Chikungunya,11,,18,3,2021,20.0112475,73.7902364,5.56E-05,7,310.6566666
20th week,Maharashtra,Pune,Chikungunya,25,,8,2,2021,18.521428,73.8544541,9.50E-05,9,305.296
20th week,Maharashtra,Thane,Dengue,2,1,29,4,2021,19.1943294,72.9701779,0.104392618,9,315.4666666
21st week,Kerala,Kozhikode,Dengue,64,,5,5,2021,11.2450558,75.7754716,0.527107705,,
22nd week,Gujarat,Navsari,Acute Diarrhoeal Disease,15,,6,6,2021,20.952407,72.9323831,0.072298664,7,305.425
22nd week,Gujarat,Surat,Acute Diarrhoeal Disease,108,6,30,5,2021,21.19177615,72.95441578,0.040205983,10,302.808
22nd week,Maharashtra,Bhandara,Acute Diarrhoeal Disease,108,,3,6,2021,21.12304765,79.79390882,0.054140904,5,316.955
22nd week,Maharashtra,Pune,Chikungunya,6,,1,6,2021,18.521428,73.8544541,0.398551635,,309.332
22nd week,West Bengal,Purba Bardhaman,Cholera,29,,31,5,2021,23.391717,87.90621212,0.899183003,5,302.24
22nd week,West Bengal,Birbhum,Acute Diarrhoeal Disease,51,,1,6,2021,24,87.583333,1.111215294,,301.78
22nd week,Kerala,Ernakulam,Dengue,24,1,5,5,2021,9.98408,76.2741457,0.60790436,28,304.5
22nd week,Kerala,Malappuram,Dengue,20,,17,5,2021,11.10684475,76.1099551,2.625326529,,
23rd week,Maharashtra,Osmanabad,Dengue Fever,7,1,2,6,2021,18.16984395,76.11796321,0.270033558,,313.328
23rd week,Punjab,Sahibzada Ajit Singh Nagar,Acute Diarrhoeal Disease,342,,9,6,2021,30.7041168,76.7176885,0.134951059,,307.21
23rd week,Gujarat,Anand,Acute Diarrhoeal Disease,15,,31,5,2021,22.5584995,72.9625629,0.002561268,9,308.588
23rd week,Kerala,Kozhikode,Dengue,64,,11,5,2021,11.2450558,75.7754716,0.377935548,,
23rd week,Kerala,Trivandrum,Chikungunya,10,,14,5,2021,8.4882267,76.947551,1.219771472,9,300.26
23rd week,Kerala,Palakkad,Dengue Fever,8,,19,5,2021,10.78789845,76.47408711,2.608608357,24,300.12
23rd week,West Bengal,Hooghly,Acute Diarrhoeal Disease,289,,16,4,2021,22.9052114,88.3760639,0.113017599,13,306.2166666
24th week,Gujarat,Morbi,Acute Diarrhoeal Disease,44,,11,6,2021,22.8176662,70.8345928,0.01993589,3,309.2566666
24th week,Odisha,Mayurbhanj,Acute Diarrhoeal Disease,18,,20,6,2021,21.75,86.5,1.686497547,14,
24th week,West Bengal,Bardhaman,Acute Diarrhoeal Disease,29,,17,6,2021,23.41146995,87.84499445,0.957589396,,300.72
24th week,Kerala,Kozhikode,Dengue,24,,20,5,2021,11.2450558,75.7754716,3.641437897,,
25th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,174,,24,6,2021,21.825599,75.614182,0.232713754,5,307.62
25th week,Maharashtra,Nandurbar,Acute Diarrhoeal Disease,36,,19,6,2021,21.51450155,74.54070115,0.093266774,5,309.316
25th week,Maharashtra,Sindhudurg,Dengue,62,,25,6,2021,16.1357193,73.6522086,0.833671811,,298.11
25th week,Uttar Pradesh,Farrukhabad,Dengue,7,,26,6,2021,27.43719385,79.48912947,0.070730942,,306.42
25th week,Kerala,Kollam,Dengue,22,,7,6,2021,8.8879509,76.5955013,1.052681601,21,299.96
25th week,Kerala,Palakkad,Dengue,16,,24,5,2021,10.78789845,76.47408711,1.051908116,,301.215
25th week,Kerala,Thiruvananthapuram,Chikungunya,16,,15,6,2021,8.4882267,76.947551,0.718925355,23,299.4133334
25th week,Maharashtra,Kolhapur,Dengue,5,3,15,6,2021,16.7028412,74.2405329,0.436547255,7,305.93
25th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,35,,17,6,2021,24,87.583333,0.998327324,,297.26
25th week,West Bengal,Birbhum,Cholera,51,,17,6,2021,24,87.583333,0.998327324,,297.26
26th week,Gujarat,Kheda,Cholera,10,,29,6,2021,22.75,72.833333,0.045063992,7,307.52
26th week,Jharkhand,Ranchi,Acute Diarrhoeal Disease,8,,28,6,2021,23.3700501,85.3250387,0.834396808,14,302.925
26th week,Madhya Pradesh,Barwani,Acute Diarrhoeal Disease,17,,2,7,2021,22.0333621,74.8978374,0.322009813,4,307.84
26th week,Karnataka,Davanagere,Acute Diarrhoeal Disease,31,,29,6,2021,14.4661266,75.9206361,0.275772947,6,304.64
26th week,Punjab,Patiala,Acute Diarrhoeal Disease,20,1,29,6,2021,30.2090874,76.33987209,0.026408263,4,306.4133334
26th week,West Bengal,Purulia,Acute Diarrhoeal Disease,37,,4,7,2021,23.3291882,86.3672378,0.478047529,,
26th week,Maharashtra,Aurangabad,Suspected Dengue,5,1,25,6,2021,19.877263,75.3390241,0.132126093,,309.23
26th week,Maharashtra,Nandurbar,Acute Diarrhoeal Disease,7,,19,6,2021,21.51450155,74.54070115,0.093266774,5,309.316
26th week,Maharashtra,Pune,Dengue,6,,24,6,2021,18.521428,73.8544541,0.356941131,10,301.405
26th week,Kerala,Palakkad,Suspected Dengue,17,,10,6,2021,10.78789845,76.47408711,0.837071223,,303.0933334
27th week,Assam,Dhemaji,Acute Encephalitis Syndrome,2,,9,7,2021,27.4668315,94.51786509,0.670955046,4,274.91
27th week,Gujarat,Gandhi Nagar,Acute Diarrhoeal Disease,21,,8,7,2021,23.06016515,72.58063822,0.010774296,6,309.1
27th week,Gujarat,Gandhi Nagar,Cholera,6,,3,7,2021,23.06016515,72.58063822,0.025907127,,305.88
27th week,Gujarat,Kheda,Cholera,10,,14,7,2021,22.75,72.833333,0.275505494,5,311.66
27th week,Karnataka,Dharwad,Dengue,2,,5,7,2021,15.4540505,75.0066516,0.282522068,5,309.1
27th week,Maharashtra,Ahmednagar,Chikungunya,11,,7,7,2021,19.1627725,74.8580243,0.017444185,9,306.51
27th week,Maharashtra,Amravati,Dengue,3,1,1,7,2021,20.9521098,77.7333168,0.266817938,4,312.8466666
27th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,27,,5,7,2021,24,87.583333,0.918443976,7,302.72
28th week,Arunachal Pradesh,Lohit,Acute Diarrhoeal Disease,4,,13,7,2021,27.8239052,95.861898,0.740537532,13,301.5
28th week,Gujarat,Navsari,Acute Diarrhoeal Disease,12,,17,7,2021,20.952407,72.9323831,0.711974368,7,
28th week,Haryana,Yamuna Nagar,Acute Diarrhoeal Disease,13,,14,7,2021,30.1389108,77.301064,0.214619694,9,303.8933334
28th week,Haryana,Panchkula,Cholera,440,1,13,7,2021,30.7137692,76.868276,0.453999401,8,305.1
28th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,65,,16,7,2021,31.6723392,76.95331691,2.046384693,21,296.96
28th week,Jharkhand,Godda,Acute Diarrhoeal Disease,8,,14,7,2021,24.74334305,87.29285062,0.393135088,10,295.93
28th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,138,,13,7,2021,21.825599,75.614182,0.373549796,10,309.23
28th week,Maharashtra,Akola,Malaria,21,,16,7,2021,20.76181225,77.19211567,0.871201833,5,302.98
28th week,Maharashtra,Amravati,Dengue,5,,12,7,2021,20.9521098,77.7333168,0.500812467,,316.84
29th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,41,3,25,7,2021,15.8309251,78.0425373,1.222079249,6,300.2
29th week,Gujarat,Navsari,Acute Diarrhoeal Disease,31,,25,7,2021,20.952407,72.9323831,0.42846128,1,
29th week,Punjab,Sangrur,Acute Diarrhoeal Disease,20,,24,7,2021,30.2093363,75.81842243,1.065992561,19,299.98
29th week,Haryana,Panchkula,Cholera,511,1,13,7,2021,30.7137692,76.868276,0.453999401,8,305.1
29th week,Jharkhand,Godda,Acute Diarrhoeal Disease,8,,14,7,2021,24.74334305,87.29285062,0.393135088,10,295.93
29th week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,9,1,21,7,2021,22.7859232,86.1716093,0.21532897,5,299.88
29th week,Kerala,Palakkad,Dengue,11,,13,6,2021,10.78789845,76.47408711,0.294602995,8,302.156
29th week,Maharashtra,Chandrapur,Dengue,58,1,3,7,2021,20.0967555,79.50454752,0.581624073,,305.52
29th week,Maharashtra,Nagpur,Dengue,4,1,10,7,2021,21.1498134,79.0820556,0.552951609,13,308.685
30th week,Assam,Darrang (Mangaldoi),Acute Encephalitis Syndrome,1,1,15,7,2021,26.4365974,92.0342718,0.564602328,5,271.9
30th week,Assam,Lakhimpur,Acute Encephalitis Syndrome,1,1,22,7,2021,27.0827158,93.9978423,0.778388222,23,300.78
30th week,Assam,Udalguri,Acute Encephalitis Syndrome,1,1,25,7,2021,26.77253155,92.10641749,0.360561844,24,301.72
30th week,Haryana,Yamuna Nagar,Acute Diarrhoeal Disease,31,,31,7,2021,30.1389108,77.301064,2.835578815,12,
30th week,Jharkhand,Godda,Acute Diarrhoeal Disease,12,,31,7,2021,24.74334305,87.29285062,0.978836041,5,299.81
30th week,Maharashtra,Buldhana,Dengue,7,,1,7,2021,20.562845,76.40869861,0.424540293,6,306.6533334
30th week,Maharashtra,Gadchiroli,Malaria,4,1,24,7,2021,19.75907035,80.16228073,1.087511221,9,
30th week,Maharashtra,Nasik,Chikungunya,53,,18,6,2021,20.0112475,73.7902364,0.263017886,,304.28
30th week,Maharashtra,Osmanabad,Dengue,4,,23,7,2021,18.16984395,76.11796321,1.374420463,8,300.42
30th week,Maharashtra,Pune,Chikungunya,5,,22,7,2021,18.521428,73.8544541,1.56877296,5,300.22
31st week,Chandigarh,Chandigarh,Cholera,8,,1,8,2021,30.72984395,76.78414567,2.63598158,12,
31st week,Gujarat,Vadodara,Cholera,3,,31,7,2021,22.2973142,73.1942567,1.138774169,1,
31st week,Haryana,Karnal,Acute Diarrhoeal Disease,36,,9,8,2021,29.6803266,76.9896254,0.446513932,24,302.54
31st week,Haryana,Yamuna Nagar,Cholera,21,,3,8,2021,30.1389108,77.301064,2.54223063,12,
31st week,Haryana,Yamuna Nagar,Acute Diarrhoeal Disease,21,,3,8,2021,30.1389108,77.301064,2.54223063,12,
31st week,Maharashtra,Amravati,Dengue,13,2,11,7,2021,20.9521098,77.7333168,0.363973242,,316.98
31st week,Maharashtra,Beed,Chikungunya,7,,2,8,2021,18.9918442,75.909784,0.077042638,6,306.24
31st week,Maharashtra,Gadchiroli,Malaria,28,1,31,7,2021,19.75907035,80.16228073,0.410621156,6,301.65
31st week,Maharashtra,Kolhapur,Chikungunya,6,,2,8,2021,16.7028412,74.2405329,0.232706706,9,298.7066666
31st week,Punjab,Sangrur,Acute Diarrhoeal Disease,68,,13,8,2021,30.2093363,75.81842243,0.055163964,,300.0433334
31st week,West Bengal,Purulia,Acute Diarrhoeal Disease,22,,6,8,2021,23.3291882,86.3672378,0.663976035,8,
31st week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,51,,24,7,2021,22.5760669,88.42006758,0.518780131,9,301.89
31st week,Maharashtra,Raigad,Dengue,18,,11,6,2021,18.4928092,73.13807095,1.136541734,7,302.4
31st week,Maharashtra,Satara,Chikungunya,20,,14,7,2021,17.63612885,74.29827808,1.242829167,5,303.64
31st week,Maharashtra,Satara,Dengue,16,,16,7,2021,17.63612885,74.29827808,1.489691674,5,303.64
31st week,Maharashtra,Wardha,Dengue,4,,7,6,2021,20.82562315,78.6131455,0.085420469,5,312.9
32nd week,Assam,Dima Hasao,Acute Encephalitis Syndrome,1,1,8,8,2021,25.40036255,93.07522923,1.280343128,33,301.515
32nd week,Maharashtra,Kolhapur,Acute Diarrhoeal Disease,215,,10,8,2021,16.7028412,74.2405329,0.197684521,5,298.38
32nd week,Maharashtra,Thane,Chikungunya,6,,13,8,2021,19.1943294,72.9701779,0.29878067,,297.72
32nd week,Uttar Pradesh,Lucknow,Cholera,138,1,9,8,2021,26.8420098,80.94785711,0.213451023,5,
32nd week,Karnataka,Ballari,Dengue,25,,4,8,2021,15.2485413,76.8323648,0.144519708,,302.88
32nd week,Madhya Pradesh,Burhanpur,Dengue,15,,12,8,2021,21.3118839,76.2291992,0.183452455,,308.47
33rd week,Assam,Nagaon,Acute Encephalitis Syndrome,1,1,10,8,2021,26.30414915,92.71605974,0.690358448,19,299.8133334
33rd week,Haryana,Karnal,Acute Diarrhoeal Disease,26,,22,8,2021,29.6803266,76.9896254,0.511081673,20,301.13
33rd week,Jharkhand,Godda,Acute Diarrhoeal Disease,38,,20,8,2021,24.74334305,87.29285062,0.506859147,,
33rd week,Maharashtra,Chandrapur,Malaria,7,3,7,8,2021,20.0967555,79.50454752,0.119388518,11,297.56
33rd week,Maharashtra,Thane,Dengue,5,,17,8,2021,19.1943294,72.9701779,0.441065713,4,298.92
33rd week,Uttar Pradesh,Lucknow,Acute Diarrhoeal Disease,73,,16,8,2021,26.8420098,80.94785711,0.298751988,12,303.1
33rd week,Uttar Pradesh,Panchsheel Nagar,Acute Encephalitis Syndrome,3,,17,8,2021,28.573908,77.38394602,0.005460306,14,300.96
33rd week,West Bengal,Basirhat,Acute Diarrhoeal Disease,37,,17,8,2021,22.642931,88.8930579,0.702973575,4,
34th week,Karnataka,Kalburgi,Chikungunya,46,,22,8,2021,17.166667,77.083333,0.543077412,7,
34th week,Tamil Nadu,Salem,Dengue,23,,24,8,2021,11.0600516,77.0679581,0.668728705,9,305.96
34th week,Tamil Nadu,Virudhunagar - Sivakasi,Dengue,17,,26,8,2021,9.4477045,77.8000434,0.398693828,6,297.09
34th week,Uttar Pradesh,Mathura,Dengue,182,6,21,8,2021,27.633333,77.583333,0.165540645,,306.056
34th week,Maharashtra,Amravati,Dengue,22,3,18,8,2021,20.9521098,77.7333168,0.617083798,17,304.7
34th week,Maharashtra,Pune,Chikungunya,7,,13,8,2021,18.521428,73.8544541,0.231670078,,298.24
34th week,Maharashtra,Satara,Dengue,15,,3,8,2021,17.63612885,74.29827808,0.111707267,8,302.32
35th week,Assam,Udalguri,Acute Diarrhoeal Disease,34,,31,8,2021,26.77253155,92.10641749,2.04125962,22,300.42
35th week,Haryana,Kurukshetra,Acute Diarrhoeal Disease,16,,3,9,2021,29.9693747,76.8482787,0.304125708,16,300.32
35th week,Maharashtra,Akola,Dengue,3,,30,8,2021,20.76181225,77.19211567,0.158949415,11,304.86
35th week,Uttar Pradesh,Firozabad,Dengue,5754,5,2,9,2021,27.17736635,78.38991198,0.751867434,10,304.5
35th week,Uttar Pradesh,Farrukhabad,Malaria,86,,28,8,2021,27.43719385,79.48912947,0.205283935,,300.81
35th week,Uttar Pradesh,Kannauj,Dengue,9,,31,8,2021,26.9996974,79.68861213,0.170803811,16,303.46
35th week,Uttar Pradesh,Kaushambi,Acute Diarrhoeal Disease,10,,23,8,2021,25.53609455,81.44672839,1.055170653,14,300.74
35th week,Uttar Pradesh,Saharanpur,Dengue,5,,4,9,2021,29.9880774,77.50812995,0.433826222,17,299.995
35th week,West Bengal,Howrah,Acute Diarrhoeal Disease,42,,7,9,2021,22.5736296,88.3251045,0.418592266,10,298.472
35th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,94,,7,9,2021,22.642931,88.8930579,0.378576859,17,301.31
35th week,Karnataka,Davanagere,Acute Diarrhoeal Disease,96,,23,8,2021,14.4661266,75.9206361,0.260556626,16,302.54
35th week,Maharashtra,Pune,Dengue,23,,7,6,2021,18.521428,73.8544541,1.023137245,8,304.635
35th week,Maharashtra,Pune,Chikungunya,42,,7,6,2021,18.521428,73.8544541,1.023137245,8,304.635
36th week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,8,,5,9,2021,22.7859232,86.1716093,0.204225503,,300.19
36th week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,138,,6,9,2021,30.7041168,76.7176885,0.230550585,,303.05
36th week,Uttarakhand,Dehradun,Acute Diarrhoeal Disease,10,1,6,9,2021,30.3255646,78.0436813,0.491790591,,296.2
36th week,Uttarakhand,Champawat,Acute Diarrhoeal Disease,3,1,6,9,2021,29.23631315,80.10172077,0.400900506,,297.488
36th week,Uttarakhand,Haridwar,Malaria,4,2,7,9,2021,29.91235135,78.00871782,0.372482043,24,300.86
36th week,West Bengal,Jalpaiguri,Dengue,119,1,10,9,2021,26.4733048,88.67886686,0.827469033,37,296.148
36th week,Maharashtra,Jalgaon,Dengue,54,1,2,9,2021,20.84288265,75.52612464,0.87203255,10,302.2666666
36th week,Uttar Pradesh,Mainpuri,Dengue,32,,30,8,2021,27.2098219,79.04813701,0.297259992,11,303.41
37th week,Gujarat,Valsad,Acute Diarrhoeal Disease,10,,11,9,2021,20.43219565,73.1409893,1.520053152,6,297.34
37th week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,30,,17,9,2021,22.7859232,86.1716093,1.030720478,8,
37th week,Karnataka,Bagalkot,Acute Diarrhoeal Disease,10,,11,9,2021,16.1853166,75.6967919,0.482300827,6,301.72
37th week,Meghalaya,Ri Bhoi,Acute Diarrhoeal Disease,30,,18,9,2021,25.87640255,91.85675742,0.858781337,19,301.712
37th week,Uttarakhand,Haridwar,Acute Encephalitis Syndrome,1,1,14,9,2021,29.91235135,78.00871782,0.299787196,,300.2666666
37th week,Chandigarh,Chandigarh,Cholera,11,,1,8,2021,30.72984395,76.78414567,2.63598158,12,
37th week,Haryana,Nuh,Dengue,19,,3,9,2021,28.09734515,77.05085582,0.580928012,12,299.94
37th week,Karnataka,Tumkur,Chikungunya,63,,18,8,2021,13.3400771,77.1006208,0.400989122,6,
